調査年 コード,調査年,地域 コード,地域,/項目,C120110_課税対象所得【千円】,C120120_納税義務者数（所得割）【人】,F2201_第1次産業就業者数【人】,F2211_第2次産業就業者数【人】,F2221_第3次産業就業者数【人】
2015100000,2015年度,24208,三重県 名張市,,104391230,35063,901,12101,23443
2015100000,2015年度,24209,三重県 尾鷲市,,20700376,7507,522,1582,5995
2015100000,2015年度,24210,三重県 亀山市,,67589818,22457,717,9150,13276
2015100000,2015年度,24211,三重県 鳥羽市,,20114739,7952,1430,1691,6545
2015100000,2015年度,24212,三重県 熊野市,,16495404,6391,578,1255,5363
2015100000,2015年度,24214,三重県 いなべ市,,65418574,21833,527,10886,11904
2015100000,2015年度,24215,三重県 志摩市,,50606264,20620,2084,4358,16841
2015100000,2015年度,24216,三重県 伊賀市,,115980527,40884,2620,17274,24059
2015100000,2015年度,24303,三重県 木曽岬町,,8410446,3110,398,1141,1946
2015100000,2015年度,24324,三重県 東員町,,37904014,11902,138,4651,7157
2015100000,2015年度,24341,三重県 菰野町,,59368162,18479,469,7291,11222
2015100000,2015年度,24343,三重県 朝日町,,16651152,4542,47,1732,2944
2015100000,2015年度,24344,三重県 川越町,,22208582,7012,59,2762,4687
2015100000,2015年度,24441,三重県 多気町,,17413710,6116,834,2390,4121
2015100000,2015年度,24442,三重県 明和町,,27239863,9738,641,3271,6697
2015100000,2015年度,24443,三重県 大台町,,10161941,3885,350,1206,2723
2015100000,2015年度,24461,三重県 玉城町,,18933368,6668,554,2588,4518
2015100000,2015年度,24470,三重県 度会町,,10014121,3674,278,1421,2419
2015100000,2015年度,24471,三重県 大紀町,,8669068,3467,429,1191,2386
2015100000,2015年度,24472,三重県 南伊勢町,,12591973,4908,1109,1038,3178
2015100000,2015年度,24543,三重県 紀北町,,15670845,6139,720,1878,4480
2015100000,2015年度,24561,三重県 御浜町,,8349608,3198,976,617,2618
2015100000,2015年度,24562,三重県 紀宝町,,10645220,4169,360,1272,3248
2015100000,2015年度,25201,滋賀県 大津市,,511256727,148307,1724,34536,109312
2015100000,2015年度,25202,滋賀県 彦根市,,153902852,49422,988,18802,33569
2015100000,2015年度,25203,滋賀県 長浜市,,150214773,52003,1883,20668,32800
2015100000,2015年度,25204,滋賀県 近江八幡市,,108913280,35644,1462,13446,22977
2015100000,2015年度,25206,滋賀県 草津市,,204879050,58461,892,19498,40782
2015100000,2015年度,25207,滋賀県 守山市,,120035461,35366,917,12407,24269
2015100000,2015年度,25208,滋賀県 栗東市,,104925220,29738,575,10580,20528
2015100000,2015年度,25209,滋賀県 甲賀市,,118681177,41292,1782,18074,24900
2015100000,2015年度,25210,滋賀県 野洲市,,74021263,22697,861,8554,14314
2015100000,2015年度,25211,滋賀県 湖南市,,77033701,25886,394,11663,14288
2015100000,2015年度,25212,滋賀県 高島市,,55887428,20501,1645,6996,15095
2015100000,2015年度,25213,滋賀県 東近江市,,144926809,50229,2412,22910,30457
2015100000,2015年度,25214,滋賀県 米原市,,50569969,17398,649,6681,11289
2015100000,2015年度,25383,滋賀県 日野町,,27203028,9772,555,4606,5677
2015100000,2015年度,25384,滋賀県 竜王町,,17012993,5653,459,3141,3321
2015100000,2015年度,25425,滋賀県 愛荘町,,26257629,8998,332,4536,5378
2015100000,2015年度,25441,滋賀県 豊郷町,,7471043,2833,100,1220,1826
2015100000,2015年度,25442,滋賀県 甲良町,,7429932,2793,137,1252,1695
2015100000,2015年度,25443,滋賀県 多賀町,,8984922,3212,168,1334,2011
2015100000,2015年度,26100,京都府 京都市,,2072211626,603065,5052,127299,458246
2015100000,2015年度,26201,京都府 福知山市,,93047593,33642,2100,10927,24532
2015100000,2015年度,26202,京都府 舞鶴市,,102694429,36369,1471,8600,27601
2015100000,2015年度,26203,京都府 綾部市,,35983589,14173,1481,4932,9522
2015100000,2015年度,26204,京都府 宇治市,,253881358,81136,574,19292,55354
2015100000,2015年度,26205,京都府 宮津市,,18958662,7338,666,1611,6137
2015100000,2015年度,26206,京都府 亀岡市,,107406923,37379,1779,10827,28002
2015100000,2015年度,26207,京都府 城陽市,,95303493,33169,586,8876,23127
2015100000,2015年度,26208,京都府 向日市,,76491217,23345,251,6170,17399
2015100000,2015年度,26209,京都府 長岡京市,,125954966,35783,374,9882,25739
2015100000,2015年度,26210,京都府 八幡市,,93279510,30385,591,6974,21439
2015100000,2015年度,26211,京都府 京田辺市,,97894082,27405,585,6937,20924
2015100000,2015年度,26212,京都府 京丹後市,,52983574,21797,2317,8331,16365
2015100000,2015年度,26213,京都府 南丹市,,33162285,12522,1532,3734,9645
2015100000,2015年度,26214,京都府 木津川市,,103152722,29570,1149,6482,23474
2015100000,2015年度,26303,京都府 大山崎町,,22021884,7037,59,1783,5046
2015100000,2015年度,26322,京都府 久御山町,,18923981,6760,611,2219,4273
2015100000,2015年度,26343,京都府 井手町,,8663566,2886,113,1041,2045
2015100000,2015年度,26344,京都府 宇治田原町,,12023811,4104,397,1595,2835
2015100000,2015年度,26364,京都府 笠置町,,1405533,527,24,131,440
2015100000,2015年度,26365,京都府 和束町,,3836154,1436,482,407,1023
2015100000,2015年度,26366,京都府 精華町,,57550655,15314,347,3321,11925
2015100000,2015年度,26367,京都府 南山城村,,2905237,1136,188,245,773
2015100000,2015年度,26407,京都府 京丹波町,,19648376,5645,1079,1896,3922
2015100000,2015年度,26463,京都府 伊根町,,1811300,803,278,115,630
2015100000,2015年度,26465,京都府 与謝野町,,20936564,8615,386,3444,6584
2015100000,2015年度,27100,大阪府 大阪市,,3575499730,1098254,1122,220980,752032
2015100000,2015年度,27140,大阪府 堺市,,1118591316,337658,1738,82811,255315
2015100000,2015年度,27202,大阪府 岸和田市,,234447120,77617,1098,19959,57065
2015100000,2015年度,27203,大阪府 豊中市,,682197298,170237,426,34250,128117
2015100000,2015年度,27204,大阪府 池田市,,170829857,44762,491,8557,32778
2015100000,2015年度,27205,大阪府 吹田市,,641606285,160868,317,30864,122191
2015100000,2015年度,27206,大阪府 泉大津市,,94971312,30271,94,7744,22582
2015100000,2015年度,27207,大阪府 高槻市,,518455124,154444,780,32404,106764
2015100000,2015年度,27208,大阪府 貝塚市,,106887098,35061,605,9697,27558
2015100000,2015年度,27209,大阪府 守口市,,175371992,57752,102,15095,39368
2015100000,2015年度,27210,大阪府 枚方市,,576060488,172317,854,38102,118203
2015100000,2015年度,27211,大阪府 茨木市,,438358058,122948,736,27454,91996
2015100000,2015年度,27212,大阪府 八尾市,,347194848,107812,983,31799,72173
2015100000,2015年度,27213,大阪府 泉佐野市,,120418111,40226,1006,10292,31934
2015100000,2015年度,27214,大阪府 富田林市,,154719726,46371,691,11168,34423
2015100000,2015年度,27215,大阪府 寝屋川市,,293091957,96775,302,23467,67671
2015100000,2015年度,27216,大阪府 河内長野市,,148377617,45702,491,8560,30981
2015100000,2015年度,27217,大阪府 松原市,,139726518,46549,247,13583,33720
2015100000,2015年度,27218,大阪府 大東市,,149416762,50604,119,15356,33820
2015100000,2015年度,27219,大阪府 和泉市,,242697914,74277,751,17805,56625
2015100000,2015年度,27220,大阪府 箕面市,,242433832,57881,416,9469,43861
2015100000,2015年度,27221,大阪府 柏原市,,90649375,29302,301,9441,19966
2015100000,2015年度,27222,大阪府 羽曳野市,,138309418,44631,516,12226,33367
2015100000,2015年度,27223,大阪府 門真市,,137060595,48414,155,15121,33280
2015100000,2015年度,27224,大阪府 摂津市,,112723713,37548,113,10551,26296
2015100000,2015年度,27225,大阪府 高石市,,81853351,23615,108,5928,17211
2015100000,2015年度,27226,大阪府 藤井寺市,,86087618,26407,137,7377,19348
2015100000,2015年度,27227,大阪府 東大阪市,,608089949,197615,591,58967,132312
2015100000,2015年度,27228,大阪府 泉南市,,64454910,22669,689,6256,17416
2015100000,2015年度,27229,大阪府 四條畷市,,72215001,22616,141,6329,16114
2015100000,2015年度,27230,大阪府 交野市,,111545317,32919,302,8126,23370
2015100000,2015年度,27231,大阪府 大阪狭山市,,86907137,23952,220,4741,17618
2015100000,2015年度,27232,大阪府 阪南市,,66802658,22121,362,5111,16319
2015100000,2015年度,27301,大阪府 島本町,,45740652,13483,78,3122,9936
2015100000,2015年度,27321,大阪府 豊能町,,30410179,9488,184,1473,6394
2015100000,2015年度,27322,大阪府 能勢町,,11748007,4433,527,1037,3228
2015100000,2015年度,27341,大阪府 忠岡町,,19050735,6630,42,2010,4891
2015100000,2015年度,27361,大阪府 熊取町,,58588778,18241,306,4470,14103
2015100000,2015年度,27362,大阪府 田尻町,,10191402,3470,71,588,3069
2015100000,2015年度,27366,大阪府 岬町,,18366554,6555,168,1366,4806
2015100000,2015年度,27381,大阪府 太子町,,17728958,5537,193,1643,3957
2015100000,2015年度,27382,大阪府 河南町,,20370783,6369,342,1893,4511
2015100000,2015年度,27383,大阪府 千早赤阪村,,6310730,2242,152,580,1494
2015100000,2015年度,28100,兵庫県 神戸市,,2311712129,648046,4974,124429,494038
2015100000,2015年度,28201,兵庫県 姫路市,,718960930,223204,2473,76327,157202
2015100000,2015年度,28202,兵庫県 尼崎市,,603586027,194772,599,48807,131965
2015100000,2015年度,28203,兵庫県 明石市,,406211312,127159,1374,32756,87453
2015100000,2015年度,28204,兵庫県 西宮市,,888368833,211734,646,38197,155543
2015100000,2015年度,28205,兵庫県 洲本市,,49731902,17794,2418,4621,13748
2015100000,2015年度,28206,兵庫県 芦屋市,,266221781,43497,82,6498,30740
2015100000,2015年度,28207,兵庫県 伊丹市,,282990954,86486,593,21780,60302
2015100000,2015年度,28208,兵庫県 相生市,,35755088,12527,272,4165,8289
2015100000,2015年度,28209,兵庫県 豊岡市,,89383035,34286,2472,10981,26511
2015100000,2015年度,28210,兵庫県 加古川市,,362621834,115418,998,39169,75856
2015100000,2015年度,28212,兵庫県 赤穂市,,60095098,20501,483,7095,13436
2015100000,2015年度,28213,兵庫県 西脇市,,46586117,17149,357,7555,11516
2015100000,2015年度,28214,兵庫県 宝塚市,,400444665,99660,854,18010,72136
2015100000,2015年度,28215,兵庫県 三木市,,97670785,33468,1450,10802,22791
2015100000,2015年度,28216,兵庫県 高砂市,,120736135,39505,242,14857,25017
2015100000,2015年度,28217,兵庫県 川西市,,232568348,67943,567,13853,48249
2015100000,2015年度,28218,兵庫県 小野市,,57480491,20675,644,8697,13428
2015100000,2015年度,28219,兵庫県 三田市,,184763799,51223,1217,12573,36872
2015100000,2015年度,28220,兵庫県 加西市,,55524105,19150,809,8935,11082
2015100000,2015年度,28221,兵庫県 篠山市,,48839769,17384,2454,5464,12446
2015100000,2015年度,28222,兵庫県 養父市,,25155604,9764,948,2981,7128
2015100000,2015年度,28223,兵庫県 丹波市,,72481751,27577,2550,11390,18122
2015100000,2015年度,28224,兵庫県 南あわじ市,,50807400,19244,6016,5673,13214
2015100000,2015年度,28225,兵庫県 朝来市,,33845395,12874,854,4280,9464
2015100000,2015年度,28226,兵庫県 淡路市,,44505605,17040,3170,4300,12602
2015100000,2015年度,28227,兵庫県 宍粟市,,43991284,16574,857,7273,10405
2015100000,2015年度,28228,兵庫県 加東市,,49154718,17272,913,7070,11210
2015100000,2015年度,28229,兵庫県 たつの市,,94075378,32412,1023,12844,20653
2015100000,2015年度,28301,兵庫県 猪名川町,,44085346,13104,402,2756,10193
2015100000,2015年度,28365,兵庫県 多可町,,23165164,9000,397,4403,5467
2015100000,2015年度,28381,兵庫県 稲美町,,39118703,13351,663,5005,8346
2015100000,2015年度,28382,兵庫県 播磨町,,43706295,14564,91,5029,9809
2015100000,2015年度,28442,兵庫県 市川町,,14077160,5271,196,2299,3090
2015100000,2015年度,28443,兵庫県 福崎町,,23449448,8199,241,3315,5493
2015100000,2015年度,28446,兵庫県 神河町,,12802701,4844,241,1776,3357
2015100000,2015年度,28464,兵庫県 太子町,,43970367,14495,211,5409,9292
2015100000,2015年度,28481,兵庫県 上郡町,,17909902,6550,332,1966,4492
2015100000,2015年度,28501,兵庫県 佐用町,,18076027,6957,707,2337,4957
2015100000,2015年度,28585,兵庫県 香美町,,17762587,7129,1124,2490,5200
2015100000,2015年度,28586,兵庫県 新温泉町,,14208469,5634,1184,1782,4421
2015100000,2015年度,29201,奈良県 奈良市,,554763548,151842,2308,27796,119229
2015100000,2015年度,29202,奈良県 大和高田市,,74966413,25451,244,7990,18981
2015100000,2015年度,29203,奈良県 大和郡山市,,107535842,35618,935,9385,26203
2015100000,2015年度,29204,奈良県 天理市,,72582633,24916,1289,6232,21796
2015100000,2015年度,29205,奈良県 橿原市,,159857858,50200,741,12124,38492
2015100000,2015年度,29206,奈良県 桜井市,,65982633,22183,656,6267,17278
2015100000,2015年度,29207,奈良県 五條市,,32544693,11795,2252,3589,8538
2015100000,2015年度,29208,奈良県 御所市,,27263177,9411,553,3075,7023
2015100000,2015年度,29209,奈良県 生駒市,,206832461,51899,411,10577,39511
2015100000,2015年度,29210,奈良県 香芝市,,112849469,30914,181,8497,22722
2015100000,2015年度,29211,奈良県 葛城市,,43044115,13929,547,4643,10325
2015100000,2015年度,29212,奈良県 宇陀市,,33397177,11884,1204,3057,9230
2015100000,2015年度,29322,奈良県 山添村,,3767443,1458,382,513,972
2015100000,2015年度,29342,奈良県 平群町,,25870671,8130,458,1642,5511
2015100000,2015年度,29343,奈良県 三郷町,,29579112,9422,89,2277,6929
2015100000,2015年度,29344,奈良県 斑鳩町,,36554553,11385,225,2789,8311
2015100000,2015年度,29345,奈良県 安堵町,,8529541,3091,94,930,2152
2015100000,2015年度,29361,奈良県 川西町,,9961156,3316,75,1047,2467
2015100000,2015年度,29362,奈良県 三宅町,,8228914,2795,64,886,1963
2015100000,2015年度,29363,奈良県 田原本町,,38794795,12585,486,3691,9370
2015100000,2015年度,29385,奈良県 曽爾村,,1384537,546,140,160,439
2015100000,2015年度,29386,奈良県 御杖村,,1183571,510,176,187,446
2015100000,2015年度,29401,奈良県 高取町,,7650261,2580,120,741,1954
2015100000,2015年度,29402,奈良県 明日香村,,6433937,2170,282,513,1704
2015100000,2015年度,29424,奈良県 上牧町,,28287640,8986,58,2095,6225
2015100000,2015年度,29425,奈良県 王寺町,,38232807,10090,47,2328,7711
2015100000,2015年度,29426,奈良県 広陵町,,51714458,13697,265,4099,10499
2015100000,2015年度,29427,奈良県 河合町,,26750099,7635,86,1625,5112
2015100000,2015年度,29441,奈良県 吉野町,,7448382,2835,164,1095,2015
2015100000,2015年度,29442,奈良県 大淀町,,19606904,6963,314,2085,5287
2015100000,2015年度,29443,奈良県 下市町,,5967720,2119,273,709,1598
2015100000,2015年度,29444,奈良県 黒滝村,,687196,258,35,63,179
2015100000,2015年度,29446,奈良県 天川村,,1218680,463,42,113,514
2015100000,2015年度,29447,奈良県 野迫川村,,430498,163,27,49,125
2015100000,2015年度,29449,奈良県 十津川村,,3392615,1203,105,298,1005
2015100000,2015年度,29450,奈良県 下北山村,,914601,356,35,62,288
2015100000,2015年度,29451,奈良県 上北山村,,697848,249,24,55,173
2015100000,2015年度,29452,奈良県 川上村,,1331207,476,46,152,283
2015100000,2015年度,29453,奈良県 東吉野村,,1492478,585,74,217,411
2015100000,2015年度,30201,和歌山県 和歌山市,,472730042,147130,3023,37094,114600
2015100000,2015年度,30202,和歌山県 海南市,,60272531,20488,2191,6228,15171
2015100000,2015年度,30203,和歌山県 橋本市,,76728373,25980,1796,6311,20898
2015100000,2015年度,30204,和歌山県 有田市,,30150042,10538,1978,3719,7323
2015100000,2015年度,30205,和歌山県 御坊市,,24739899,8847,1370,2467,7363
2015100000,2015年度,30206,和歌山県 田辺市,,78249034,29362,4349,6631,23867
2015100000,2015年度,30207,和歌山県 新宮市,,30862067,11259,252,2023,9845
2015100000,2015年度,30208,和歌山県 紀の川市,,68973465,24932,5704,6624,18052
2015100000,2015年度,30209,和歌山県 岩出市,,63717034,21419,800,5819,17681
2015100000,2015年度,30304,和歌山県 紀美野町,,8813076,3430,573,1157,2581
2015100000,2015年度,30341,和歌山県 かつらぎ町,,16601842,6219,2028,1800,4613
2015100000,2015年度,30343,和歌山県 九度山町,,4757177,1749,435,381,1187
2015100000,2015年度,30344,和歌山県 高野町,,3651361,1353,56,208,1433
2015100000,2015年度,30361,和歌山県 湯浅町,,11251942,4185,902,1304,3491
2015100000,2015年度,30362,和歌山県 広川町,,6330804,2443,832,759,1710
2015100000,2015年度,30366,和歌山県 有田川町,,27049815,9505,3701,2751,7182
2015100000,2015年度,30381,和歌山県 美浜町,,8157284,2972,233,681,2362
2015100000,2015年度,30382,和歌山県 日高町,,8101990,2836,542,764,2340
2015100000,2015年度,30383,和歌山県 由良町,,5342589,2058,460,705,1596
2015100000,2015年度,30390,和歌山県 印南町,,7648399,3040,1339,839,1969
2015100000,2015年度,30391,和歌山県 みなべ町,,12761274,4720,2648,1462,3140
2015100000,2015年度,30392,和歌山県 日高川町,,9874041,3745,1261,1039,2665
2015100000,2015年度,30401,和歌山県 白浜町,,20690421,8580,540,1731,7400
2015100000,2015年度,30404,和歌山県 上富田町,,15783951,6046,571,1594,4932
2015100000,2015年度,30406,和歌山県 すさみ町,,3569413,1414,214,375,1099
2015100000,2015年度,30421,和歌山県 那智勝浦町,,13743382,5708,353,996,5458
2015100000,2015年度,30422,和歌山県 太地町,,2969769,1268,94,180,1031
2015100000,2015年度,30424,和歌山県 古座川町,,1970090,816,144,140,752
2015100000,2015年度,30427,和歌山県 北山村,,413003,157,20,31,122
2015100000,2015年度,30428,和歌山県 串本町,,14248139,5835,588,826,5282
2015100000,2015年度,31201,鳥取県 鳥取市,,214170155,79148,5219,19037,64810
2015100000,2015年度,31202,鳥取県 米子市,,182437671,64432,2451,14219,51799
2015100000,2015年度,31203,鳥取県 倉吉市,,49890752,19817,2393,5310,15876
2015100000,2015年度,31204,鳥取県 境港市,,38183066,15306,667,4186,11289
2015100000,2015年度,31302,鳥取県 岩美町,,10775477,4578,661,1435,3354
2015100000,2015年度,31325,鳥取県 若桜町,,2788414,1263,198,433,886
2015100000,2015年度,31328,鳥取県 智頭町,,5898653,2606,395,1118,1863
2015100000,2015年度,31329,鳥取県 八頭町,,15928089,6809,1513,2108,5140
2015100000,2015年度,31364,鳥取県 三朝町,,5800220,2577,523,613,2140
2015100000,2015年度,31370,鳥取県 湯梨浜町,,16272479,6809,1258,1786,5491
2015100000,2015年度,31371,鳥取県 琴浦町,,16530858,7062,1943,2175,4818
2015100000,2015年度,31372,鳥取県 北栄町,,14718121,6367,1795,1664,4390
2015100000,2015年度,31384,鳥取県 日吉津村,,4285709,1562,142,389,1232
2015100000,2015年度,31386,鳥取県 大山町,,15562013,6201,2252,1688,4753
2015100000,2015年度,31389,鳥取県 南部町,,10467962,4350,715,1382,3358
2015100000,2015年度,31390,鳥取県 伯耆町,,11048286,4469,952,1159,3615
2015100000,2015年度,31401,鳥取県 日南町,,3880966,1713,809,417,1194
2015100000,2015年度,31402,鳥取県 日野町,,2796355,1224,312,322,950
2015100000,2015年度,31403,鳥取県 江府町,,2572522,1085,473,323,868
2015100000,2015年度,32201,島根県 松江市,,259880791,91078,3784,17619,74949
2015100000,2015年度,32202,島根県 浜田市,,63466038,24104,2013,5830,20046
2015100000,2015年度,32203,島根県 出雲市,,204231770,76046,5421,22962,55898
2015100000,2015年度,32204,島根県 益田市,,50833600,19774,1875,4806,15852
2015100000,2015年度,32205,島根県 大田市,,35216468,14144,1678,4276,10657
2015100000,2015年度,32206,島根県 安来市,,43841800,16689,2388,5781,11655
2015100000,2015年度,32207,島根県 江津市,,25386424,10151,583,2855,7824
2015100000,2015年度,32209,島根県 雲南市,,41042990,16262,2315,5559,11881
2015100000,2015年度,32343,島根県 奥出雲町,,11859057,5059,1516,1975,3409
2015100000,2015年度,32386,島根県 飯南町,,4204823,1762,621,521,1507
2015100000,2015年度,32441,島根県 川本町,,3129682,1272,232,281,1138
2015100000,2015年度,32448,島根県 美郷町,,3922068,1717,370,512,1407
2015100000,2015年度,32449,島根県 邑南町,,9842208,3993,1242,988,3480
2015100000,2015年度,32501,島根県 津和野町,,6448612,2788,714,686,2451
2015100000,2015年度,32505,島根県 吉賀町,,5783495,2336,585,862,1836
2015100000,2015年度,32525,島根県 海士町,,2468690,961,184,176,773
2015100000,2015年度,32526,島根県 西ノ島町,,3353089,1311,249,210,988
2015100000,2015年度,32527,島根県 知夫村,,572685,211,52,19,183
2015100000,2015年度,32528,島根県 隠岐の島町,,16135317,5996,786,1115,4840
2015100000,2015年度,33100,岡山県 岡山市,,995423106,309933,8329,70742,242725
2015100000,2015年度,33202,岡山県 倉敷市,,629599075,208603,4043,63775,136977
2015100000,2015年度,33203,岡山県 津山市,,117481122,42684,2969,13276,31109
2015100000,2015年度,33204,岡山県 玉野市,,70971725,26592,722,8272,16484
2015100000,2015年度,33205,岡山県 笠岡市,,55762434,20861,1041,7054,13382
2015100000,2015年度,33207,岡山県 井原市,,45392787,16924,1387,7228,10175
2015100000,2015年度,33208,岡山県 総社市,,80551336,28912,1453,8907,19177
2015100000,2015年度,33209,岡山県 高梁市,,32701687,12490,1874,4361,8365
2015100000,2015年度,33210,岡山県 新見市,,30749367,12339,2207,3829,8218
2015100000,2015年度,33211,岡山県 備前市,,38095548,14683,581,5462,9205
2015100000,2015年度,33212,岡山県 瀬戸内市,,42781240,16011,1638,5044,10165
2015100000,2015年度,33213,岡山県 赤磐市,,49003751,18173,1978,5954,12512
2015100000,2015年度,33214,岡山県 真庭市,,45925750,18687,3227,6275,13150
2015100000,2015年度,33215,岡山県 美作市,,25741794,10721,1972,4078,7493
2015100000,2015年度,33216,岡山県 浅口市,,38481323,14554,652,4782,9286
2015100000,2015年度,33346,岡山県 和気町,,14539122,5753,488,2143,3790
2015100000,2015年度,33423,岡山県 早島町,,15355041,5299,100,1266,4105
2015100000,2015年度,33445,岡山県 里庄町,,13341122,4859,113,1777,3204
2015100000,2015年度,33461,岡山県 矢掛町,,24802225,5886,614,2287,3745
2015100000,2015年度,33586,岡山県 新庄村,,801951,313,145,64,237
2015100000,2015年度,33606,岡山県 鏡野町,,13933891,5138,1044,1549,3665
2015100000,2015年度,33622,岡山県 勝央町,,11399174,4498,653,1787,3009
2015100000,2015年度,33623,岡山県 奈義町,,5983234,2466,557,674,1934
2015100000,2015年度,33643,岡山県 西粟倉村,,1258841,535,107,246,387
2015100000,2015年度,33663,岡山県 久米南町,,4346413,1726,653,524,1229
2015100000,2015年度,33666,岡山県 美咲町,,13520518,5604,1183,1922,3821
2015100000,2015年度,33681,岡山県 吉備中央町,,10696706,4194,1476,1706,2978
2015100000,2015年度,34100,広島県 広島市,,1809353868,538205,5259,123553,417528
2015100000,2015年度,34202,広島県 呉市,,300875209,101503,2940,29443,69401
2015100000,2015年度,34203,広島県 竹原市,,29849295,11204,686,3499,7424
2015100000,2015年度,34204,広島県 三原市,,114488684,41221,2386,13304,27247
2015100000,2015年度,34205,広島県 尾道市,,165260249,58234,3592,20209,38946
2015100000,2015年度,34207,広島県 福山市,,596048681,202088,3365,66376,134117
2015100000,2015年度,34208,広島県 府中市,,45290130,17566,739,7043,10526
2015100000,2015年度,34209,広島県 三次市,,60266782,22887,3085,5727,16409
2015100000,2015年度,34210,広島県 庄原市,,35948782,14431,3709,3660,10501
2015100000,2015年度,34211,広島県 大竹市,,35381396,12190,287,4175,7672
2015100000,2015年度,34212,広島県 東広島市,,253755454,81091,4114,27355,55482
2015100000,2015年度,34213,広島県 廿日市市,,159266513,52855,1241,13120,39108
2015100000,2015年度,34214,広島県 安芸高田市,,31022217,12178,2025,4196,8348
2015100000,2015年度,34215,広島県 江田島市,,27693957,10377,1362,2195,7775
2015100000,2015年度,34302,広島県 府中町,,79499977,24157,57,6453,17289
2015100000,2015年度,34304,広島県 海田町,,40875852,13517,82,4062,9640
2015100000,2015年度,34307,広島県 熊野町,,29286932,10522,196,3796,6687
2015100000,2015年度,34309,広島県 坂町,,16202058,5581,74,1412,4164
2015100000,2015年度,34368,広島県 安芸太田町,,6154049,2475,340,654,1889
2015100000,2015年度,34369,広島県 北広島町,,19745888,7736,1799,2840,5250
2015100000,2015年度,34431,広島県 大崎上島町,,7104199,2763,523,1059,2000
2015100000,2015年度,34462,広島県 世羅町,,16524010,6638,2117,1807,4537
2015100000,2015年度,34545,広島県 神石高原町,,7922125,3317,1334,1069,2329
2015100000,2015年度,35201,山口県 下関市,,319312514,113642,5584,28991,86318
2015100000,2015年度,35202,山口県 宇部市,,215746910,71860,1890,20726,52165
2015100000,2015年度,35203,山口県 山口市,,254271985,84656,4750,15871,69932
2015100000,2015年度,35204,山口県 萩市,,50301099,19702,3256,4591,16563
2015100000,2015年度,35206,山口県 防府市,,147841332,51801,1374,17118,35456
2015100000,2015年度,35207,山口県 下松市,,74953285,24376,437,8403,16348
2015100000,2015年度,35208,山口県 岩国市,,170953893,58611,2143,16337,40198
2015100000,2015年度,35210,山口県 光市,,66809907,22543,639,7084,14119
2015100000,2015年度,35211,山口県 長門市,,36104764,14098,2348,3940,10944
2015100000,2015年度,35212,山口県 柳井市,,37300994,13343,1017,3203,10138
2015100000,2015年度,35213,山口県 美祢市,,27410211,10753,1660,3448,7793
2015100000,2015年度,35215,山口県 周南市,,194982586,63668,2043,20002,42243
2015100000,2015年度,35216,山口県 山陽小野田市,,74051607,27033,912,9005,17819
2015100000,2015年度,35305,山口県 周防大島町,,13750206,5584,1609,1019,4258
2015100000,2015年度,35321,山口県 和木町,,7953803,2753,15,1097,1696
2015100000,2015年度,35341,山口県 上関町,,2418207,923,219,232,771
2015100000,2015年度,35343,山口県 田布施町,,18025686,6642,365,2132,4384
2015100000,2015年度,35344,山口県 平生町,,13317993,5163,312,1493,3604
2015100000,2015年度,35502,山口県 阿武町,,2728865,1210,438,359,847
2015100000,2015年度,36201,徳島県 徳島市,,340675932,105189,4248,21836,84025
2015100000,2015年度,36202,徳島県 鳴門市,,69554453,23957,2647,6600,16728
2015100000,2015年度,36203,徳島県 小松島市,,43494582,15914,1461,4127,11961
2015100000,2015年度,36204,徳島県 阿南市,,86796775,29407,3213,9902,19510
2015100000,2015年度,36205,徳島県 吉野川市,,41033485,16222,1259,4503,11795
2015100000,2015年度,36206,徳島県 阿波市,,35431372,13651,3416,4458,9573
2015100000,2015年度,36207,徳島県 美馬市,,29329607,11253,1253,3736,7943
2015100000,2015年度,36208,徳島県 三好市,,25354018,10122,797,2917,7553
2015100000,2015年度,36301,徳島県 勝浦町,,4999782,2020,773,613,1393
2015100000,2015年度,36302,徳島県 上勝町,,1184627,507,389,117,328
2015100000,2015年度,36321,徳島県 佐那河内村,,2116549,926,542,246,552
2015100000,2015年度,36341,徳島県 石井町,,28433187,10401,1106,2526,7779
2015100000,2015年度,36342,徳島県 神山町,,3997776,1764,860,491,1309
2015100000,2015年度,36368,徳島県 那賀町,,7727350,3056,717,1054,1999
2015100000,2015年度,36383,徳島県 牟岐町,,3723338,1553,263,360,1217
2015100000,2015年度,36387,徳島県 美波町,,5931373,2414,466,577,1858
2015100000,2015年度,36388,徳島県 海陽町,,7413995,3269,693,1077,2431
2015100000,2015年度,36401,徳島県 松茂町,,19797548,6578,628,1956,4605
2015100000,2015年度,36402,徳島県 北島町,,30333125,9763,259,2809,6961
2015100000,2015年度,36403,徳島県 藍住町,,42745310,14510,744,4432,10758
2015100000,2015年度,36404,徳島県 板野町,,13528840,5065,644,1487,3668
2015100000,2015年度,36405,徳島県 上板町,,11993402,4598,778,1282,3197
2015100000,2015年度,36468,徳島県 つるぎ町,,7937243,3221,338,1129,2245
2015100000,2015年度,36489,徳島県 東みよし町,,14306670,5718,592,1844,4507
2015100000,2015年度,37201,香川県 高松市,,597586796,188214,5085,37586,141640
2015100000,2015年度,37202,香川県 丸亀市,,138822277,48593,1918,15014,31999
2015100000,2015年度,37203,香川県 坂出市,,67190406,23470,1200,6451,15458
